kind,code,class_name,prof,room1,room2,date1,date2,start,end,kwan
전필,DD00049,캡스톤디자인-콘텐츠제작프로젝트1,이원정,7417,,금,,15:00,18:50,새천년관
전필,DD00049,캡스톤디자인-콘텐츠제작프로젝트1,이영아,6402,,금,,15:00,18:50,정보과학관
전필,DD00051,디지털페인팅,이영아,6402,,금,,12:00,14:50,정보과학관
전선,DD00061,영상콘텐츠제작실무,이병준,6403,,월,,12:00,14:50,정보과학관
전필,DD00063,디지털기초디자인,곽미서,6403,,수,,09:00,11:50,정보과학관
전선,DD00064,K-POP에서AI까지글로벌뮤직디자인,길대호,6403,,화,,12:00,14:50,정보과학관
전선,DD00069,졸업작품제작,이영아,6403,,목,,12:00,14:50,정보과학관
전선,DD00070,팬덤문화온라인마케팅,최원준,6110,,수,,12:00,14:50,정보과학관
전선,DD00072,글로벌애니메이션비즈니스연구,미지정,6402,,화,,12:00,14:50,정보과학관
전필,DD00073,스컬핑앤모델링,미지정,6403,,수,,12:00,14:50,정보과학관
전필,DP00001,TrendsandIssuesinVideoContent,연희승,3401,,화,,09:00,11:50,월당관
전선,DP00002,사진원리와테크닉,이호준,7305,,목,,09:00,11:50,새천년관
전필,DP00005,영상제작실습1,연희승,M401,,수,,09:00,11:50,미가엘관
전선,DP00011,스크린연기기초,장찬호,9101,,월,,12:00,14:50,성미가엘성당&피츠버그홀
전선,DP00012,영상특수분장,미지정,3401,,월,,15:00,17:50,월당관
전선,DP00013,영상미디어스피치,최진봉,7305,,수,,09:00,11:50,새천년관
전선,DP00014,영상미디어정치경제학,최진봉,7305,,금,,09:00,11:50,새천년관
전선,DP00015,영상매체시대의PR,최진봉,7305,,월,,09:00,11:50,새천년관
전선,DJ00032,소셜미디어이론과활용,이진순,6110,,목,,12:00,14:50,정보과학관
전필,FH00009,중급통계,김수림,7205,,목,,09:00,11:50,새천년관
전필,FH00001,생성형AI기반프로그래밍,김수림,B105,,금,,09:00,11:50,일만관
전선,FH00010,텍스트데이터분석,백준하,B105,,금,,15:00,17:50,일만관
전선,FH00008,빅데이터를활용한마케팅분석,김양희,7302,,금,,12:00,14:50,새천년관
전선,FH00003,기업과경영의이해,김양희,7302,,금,,15:00,17:50,새천년관
전선,MM00034,빅데이터인사이트:전략경영관점,이상윤김수림,7205,,목,,12:00,14:50,새천년관
전선,MM00033,AI기반의사결정론,박상선,3502,,수,,09:00,11:50,월당관
전선,FI00002,자료구조와알고리즘,공준욱,6206,,화,,09:00,11:50,정보과학관
전선,FI00009,확률과랜덤변수,백지현,3301,3301,월,수,13:30,14:45,월당관
전필,FI00003,데이터사이언스입문,공준욱,6206,6206,화,목,13:30,14:45,정보과학관
전필,FI00004,데이터기초수학,곽승우,3301,3301,월,수,15:00,16:15,월당관
전선,FI00007,인공지능문제해결,이상윤,6405,6405,화,목,15:00,16:15,정보과학관
전선,FI00008,심층신경망,곽승우,6405,6405,월,수,16:30,17:45,정보과학관
전선,XA00037,Node.js프로그래밍,김학수,6201,6201,월,수,13:30,14:45,정보과학관
전선,XA00027,머신러닝,이상욱,6201,,월,,09:00,11:50,정보과학관
전선,XA00030,졸업지도1,김학수,6109,,수,,18:25,19:15,정보과학관
전필,XA00034,컴퓨터공학캡스톤디자인,임충규,6109,,수,,09:00,11:50,정보과학관
전선,XB00033,소프트웨어캡스톤디자인,이승진,6202,,월,,09:00,11:50,정보과학관
전선,XB00040,코딩테스트지도,이승진,6202,6202,월,수,15:00,16:15,정보과학관
전선,XB00023,빅데이터,신하진,6206,,금,,15:00,17:50,정보과학관
전필,XB00032,졸업지도,김명철,6206,,목,,18:25,19:15,정보과학관
전선,XC00018,보안시스템,이종현,6406,,금,,12:00,14:50,정보과학관
전선,XA00027,머신러닝,미지정,6201,,월,,09:00,11:50,정보과학관
전선,XC00035,생활속의보안,이종현,6406,,금,,15:00,17:50,정보과학관
전선,XE00015,컴퓨터비전,곽승우,6405,6405,월,수,13:30,14:45,정보과학관
전선,XE00014,인공지능캡스톤디자인,이상윤,6405,,금,,12:00,14:50,정보과학관
전선,FI00002,자료구조와알고리즘,미지정,6206,,화,,09:00,11:50,정보과학관
전필,FI00003,데이터사이언스입문,미지정,6206,6206,화,목,13:30,14:45,정보과학관
전필,IS00002,Java프로그래밍,이하규,6406,6406,월,수,16:30,17:45,정보과학관
전필,IS00002,Java프로그래밍,김선형,6202,6202,화,목,16:30,17:45,정보과학관
전필,IS00002,Java프로그래밍,김명철,6206,,목,,09:00,11:50,정보과학관
전선,IS00001,Javascript프로그래밍,이해신,6202,,금,,15:00,17:50,정보과학관
전선,IS00003,Python프로그래밍,홍은지,6206,6206,월,수,13:30,14:45,정보과학관
전선,IS00008,논리회로설계,김학수,6201,,수,,09:00,11:50,정보과학관
전선,IS00004,데이터베이스,홍은지,6206,,월,,09:00,11:50,정보과학관
전선,IS00004,데이터베이스,홍은지,6206,,수,,09:00,11:50,정보과학관
전선,IS00005,데이터분석입문,이상욱,6404,6404,화,목,13:30,14:45,정보과학관
전선,IS00006,데이터통신,유상신,6201,6201,화,목,16:30,17:45,정보과학관
전선,IS00006,데이터통신,박정식,6406,6406,화,목,12:00,13:15,정보과학관
전선,IS00009,사물인터넷기초,유상신,6201,,목,,09:00,11:50,정보과학관
전선,IS00007,웹개발입문,김선형,6202,6202,화,목,15:00,16:15,정보과학관
전필,IS00010,전공지도,이하규,6406,,수,,18:25,19:15,정보과학관
전필,IS00010,전공지도,유상신,6201,,화,,18:25,19:15,정보과학관
전필,IS00010,전공지도,홍은지,6206,,월,,18:25,19:15,정보과학관
전필,IS00021,과정지도,이승진,6202,,월,,18:25,19:15,정보과학관
전필,IS00021,과정지도,김선형,6202,,화,,18:25,19:15,정보과학관
전필,IS00021,과정지도,임충규,6201,,월,,18:25,19:15,정보과학관
전선,IS00022,네트워크프로그래밍,박정식,6406,,목,,09:00,11:50,정보과학관
전선,IS00024,리눅스시스템,박정식,6406,,화,,09:00,11:50,정보과학관
전선,IS00025,모바일프로그래밍,이종현,6406,,금,,09:00,11:50,정보과학관
전선,IS00026,백엔드프레임워크,이승진,6202,6202,월,수,12:00,13:15,정보과학관
전선,IS00027,사물인터넷,유상신,6201,6201,화,목,15:00,16:15,정보과학관
전선,IS00018,서버구축및형상관리,이승진,6202,,수,,09:00,11:50,정보과학관
전선,IS00028,알고리즘,문성현,6202,,금,,09:00,11:50,정보과학관
전필,IS00029,운영체제,김덕봉,6201,6201,화,목,12:00,13:15,정보과학관
전필,IS00029,운영체제,김덕봉,6201,6201,화,목,13:30,14:45,정보과학관
전필,IS00029,운영체제,이상욱,6206,6206,월,수,12:00,13:15,정보과학관
전선,IS00020,웹디자인,이해신,6202,,금,,12:00,14:50,정보과학관
전필,IS00012,자료구조,임충규,6201,6201,월,수,15:00,16:15,정보과학관
전선,IS00013,컴퓨터구조,김학수,6206,6206,월,수,15:00,16:15,정보과학관
전선,IS00030,컴퓨터그래픽스,임충규,6201,6201,월,수,16:30,17:45,정보과학관
전선,IS00031,프론트엔드프로그래밍,이승진,6202,6202,월,수,13:30,14:45,정보과학관
전선,IS00032,하이브리드앱프로그래밍,문성현,6201,,금,,12:00,14:50,정보과학관
